mode,label,case,concurrency,completed,duration,request_throughput,input_throughput,output_throughput,total_throughput,mean_e2e_latency_ms,p99_e2e_latency_ms,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,p99_itl_ms,max_output_tokens_per_s,max_concurrent_requests
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,1,64,177.4796168370085,0.36060479023219616,744.006564546884,90.25825210514923,834.2648166520331,2772.499648984194,6899.401981220725,661.5986099216116,4396.520251941256,8.459816526631839,8.465306691591255,8.547402778855789,8.467398490503198,8.467171996016987,8.601187436142936,120.0,3
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,2,64,88.63904731300136,0.7220294208939748,1489.7046392400905,180.7217077078216,1670.4263469479122,2730.009603499184,6962.846159968467,305.9348894539653,1953.8675639498979,9.452902972776377,9.088667508620771,14.367462151521076,9.723627689062196,8.664804001455195,9.197732997708949,234.0,5
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,4,64,48.04549176800356,1.332070869604909,2748.3535944976534,333.4131759406412,3081.7667704382948,2904.3254494695248,5904.935716208563,190.08498942253027,460.10569245001534,10.849349486550285,10.640095828581995,14.908850242072404,10.887564641738148,9.374892004416324,120.62622632132842,448.0,7
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,8,64,29.392836396000348,2.177401293898565,4492.45517584578,544.9967394837674,5037.451915329548,3465.154267906428,7355.557271800207,232.34316388993648,855.9917751970352,12.848571736552126,13.151040553177253,16.891066057001588,12.96769701592643,9.974189000786282,133.487435648276,781.0,13
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,16,64,19.691834326004027,3.2500781258089746,6705.622128133935,813.4843983958432,7519.106526529778,4451.4786526251555,9628.622683690626,414.0116690944069,1210.3773663609172,16.725608273272726,16.896924916549555,25.458154868885945,16.195398911565473,10.618977990816347,139.5732117135776,1323.0,20
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,32,64,13.210240820000763,4.844726214460964,9995.729964292383,1212.6198317101591,11208.349796002542,5398.431405109704,10732.149385179218,608.1610572819045,1078.215247621556,20.345654308829133,21.192366238792786,31.547153262715426,19.215106367918768,11.71403999614995,141.69876840198413,2127.0,38
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,4k_500,64,64,6.6645736069913255,9.603014952503818,19813.120506536237,2403.604633189979,22216.725139726215,3953.2306637647707,6567.401905360457,914.0405333905619,996.155689767038,12.711030008579746,12.297649891243667,20.2872808727746,12.19103158771768,12.159705001977272,13.71513492485974,4701.0,64
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,1,64,189.16237903400906,0.3383336598261623,5635.02111489282,84.68385776180146,5719.704972654622,2954.997646094853,5425.978489875414,832.9541037662693,1950.3099241464215,8.508390318470404,8.500872475814091,8.604207173773798,8.512092124410003,8.509284001775086,8.680329553899355,120.0,3
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,2,64,112.5592583079997,0.568589389820557,9469.980666390398,142.3161474302422,9612.296813820642,3481.390309672406,8297.223051633913,727.3768436721184,1518.4152312348306,11.14285967818359,9.524944933820208,29.39773502680071,11.047104126348572,8.7152049964061,134.82459095015648,232.0,4
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,4,64,78.58494369901018,0.8144053680960531,13564.099556814037,203.8431186176668,13767.942675431703,4817.883918326743,10914.945517156448,777.2276935465925,1624.3923964619169,16.784262762652013,15.177262696531697,43.61092513453993,16.20819053701265,9.331080000265501,179.14389441604726,420.0,7
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,8,64,55.364727273001336,1.1559706541028996,19252.94411266438,289.3358423136617,19542.27995497804,6706.996148999906,14992.158411807612,776.0042702659575,1501.282997290254,28.56666114704741,24.393199073146764,153.4874206505864,23.790861713447246,10.003236995544285,150.23025415692246,658.0,11
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,16,64,38.62649633799447,1.6568937405033861,27595.92769358963,414.71532545505846,28010.643019044688,9203.57398232818,21217.98858390175,1009.9701248593647,2747.3802569630766,46.89706577846781,36.0273865696448,349.6306341544463,32.866836158574486,10.60417499684263,202.4589599625324,1298.0,19
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,32,64,24.810993660998065,2.579501686810938,42962.16485983016,645.6412112660065,43607.80607109617,11183.094050640193,22191.592490302133,1481.8545569373782,3406.520957159082,55.486178419166464,43.322507893828,333.3141722396604,38.91438763603698,11.657174007268623,567.0196647587,2165.0,35
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,32k_500,64,64,13.286882181986584,4.816780876311726,80224.53916578849,1205.6252009005866,81430.16436668907,10504.316164734973,13211.553552789117,3323.7182496886817,7750.997794529831,75.41548368553647,28.828745173079756,889.4761808754276,28.80338481597489,12.063272995874286,143.73086364474148,4391.0,64
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,1,64,329.0441964339989,0.19450274672398726,13397.197239077364,48.683429683930505,13445.880668761296,5140.742001172384,10543.745632554928,2986.2627038753544,6801.408305561198,8.636041944275714,8.641294355414999,8.842718442705971,8.642204671825489,8.632330005639233,8.88482300186297,118.0,3
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,2,64,246.67523257499852,0.25945044961310254,17870.74427368674,64.93963675550452,17935.683910442247,7668.0007557654335,22209.015024831748,3169.790040485168,6604.0875596109245,17.623758727355263,13.82471102914359,46.121690449631956,18.043571373612348,8.848747005686164,195.2043228739057,230.0,4
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,4,64,168.88644853100413,0.3789528440954272,26101.975844383574,94.85071264944763,26196.826557033022,10434.741333047668,23693.838049779,2948.058382063209,6380.410551404492,30.227560149344885,25.899203900979124,95.94411766463641,30.031174610525454,9.424746996955946,195.085170835373,440.0,6
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,8,64,126.03063074300007,0.5078130580057789,34977.76670648649,127.1040215030402,35104.870727989524,15469.979359156014,33769.18596744479,3113.0550512189075,8073.554012579551,59.81489776322965,51.5994824587821,318.8925224161442,49.56708472754167,10.22535699303262,200.44914921047163,708.0,11
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,16,64,96.98482347899699,0.6598970612537107,45453.194034576496,165.17017225348738,45618.36420682998,23691.57252634409,51655.413117462,3527.915488203462,10091.7073689471,132.55152303371634,92.43332817899554,1236.3957732932456,80.88209087113684,10.906027993769385,362.5896769211976,1472.0,19
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,32,64,82.5466643559921,0.7753190331712563,53403.369286841466,194.05993113078677,53597.429217972254,39999.9644021716,79954.8239178682,5946.57123429738,18617.668314971226,265.94294240331703,150.52246365993403,2929.268202594459,136.59773433130673,77.04174499667715,2518.4054796074633,1717.0,35
tp4_dp4_dpa_nvl_cg16,TP4+DP4+DPA+NVLS/MNNVL,128k_500,64,64,52.060580122997635,1.229337050197951,84675.7755980644,307.6992219862653,84983.47482005067,48753.09963568816,52045.72098563556,17321.37563156357,44395.037006793704,429.26941794536685,134.3527522683627,6291.269508547111,126.08148398627652,12.599441994098015,185.37804611463798,4226.0,64
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,1,64,205.27549263100082,0.3117761364482274,643.2623705225411,78.0365926525649,721.298963175106,3206.721455359002,8051.493315943661,1080.240641687169,4345.4666465679475,8.523119013027767,8.520193720045508,8.645442575417674,8.529893054910314,8.523522003088146,8.68433456402272,119.0,3
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,2,64,94.04064194399689,0.6805568175312254,1404.137586370753,170.34124468801096,1574.4788310587642,2898.3451596395753,8192.646763581428,398.5517634837379,2978.553784573591,9.641912727555288,9.056782395789188,16.30055489131559,10.027353841239119,8.61984099901747,13.009393724496366,234.0,4
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,4,64,52.480775181000354,1.219494181998477,2516.0832618151703,305.2355828349001,2821.3188446500703,3179.2555814070056,6594.454859441754,294.2960526402203,601.1098416754975,11.527906013960918,11.207438433351381,18.93678564659275,11.572366814731817,8.837764005875215,127.55861200159413,453.0,7
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,8,64,33.736712468002224,1.8970431710173645,3914.015040002483,474.82397744573694,4388.83901744822,4011.5873670640667,8752.876536936381,308.88947946982626,659.1590557585005,14.704947886493445,15.14420311870873,23.331862946389993,14.852546573613937,9.547432011459023,140.09858348173995,798.0,11
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,16,64,22.071016615998815,2.8997304978515466,5982.778333114145,725.7934819544363,6708.571815068582,5052.978089452381,11249.387814252112,417.7231461565043,1165.4548410285497,21.156867892127707,19.56545118080634,66.99742421960417,18.593295749481143,9.963849995983765,135.5336874819477,1388.0,20
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,32,64,15.01595845700649,4.262132196439143,8793.711062671924,1066.7983696056037,9860.509432277528,6330.419591156669,12585.19505184202,880.7028206722407,2072.792039333435,30.929652790952368,22.97443418560222,173.88191406768937,21.860332101978695,10.529539998969994,137.42835328477668,2342.0,37
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,4k_500,64,64,7.453563536008005,8.58649687371918,17715.82134667379,2149.17333468918,19864.994681362972,4896.630222421209,7348.08800450919,1467.9035196872974,2246.4675110660028,26.441760902489044,13.176433144134265,244.86870905328044,13.753571356377295,10.678949998691678,12.81691068055804,4710.0,64
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,1,64,239.31102973400266,0.26743439310397366,4454.178318420173,66.93799286144616,4521.116311281619,3738.518082188193,8207.734984806299,1601.5834838290175,4692.07083200075,8.565251019850722,8.570737668553324,8.652583612291547,8.571823039739138,8.573124010581523,8.724900995730422,118.0,3
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,2,64,160.4450721230096,0.39889040625026273,6643.606973374493,99.84102215192122,6743.447995526414,4979.7474466111,14493.257992081048,1548.8753727656785,4376.986959575292,13.560427947419393,10.969132362721659,41.909718109766764,13.762172706169011,8.664199005579576,183.29293533839515,234.0,4
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,4,64,112.08311640800093,0.571004822591027,9510.210227558497,142.92072270446346,9653.13095026296,6898.504988983859,16126.40739217036,1428.5098803898109,2974.4654112645367,26.574462261639884,21.060113452595452,140.974692315319,21.941670947915956,8.874855004251003,194.30408177606296,452.0,6
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,8,64,82.42011051900045,0.7765095144497043,12932.93582461611,194.35790487452832,13127.293729490639,10096.094341390653,24146.19072864618,1433.8981519374556,2848.267167747108,35.674565152074855,34.80667291715875,97.67395831882878,34.74648848461532,9.595973999239504,196.77290811785497,689.0,11
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,16,64,51.714875677003874,1.2375549425996004,20611.748284140038,309.75613477348435,20921.504418913522,12427.768169030287,28498.027357213272,1257.4039868911768,2602.0491097541526,48.279600623913566,49.47423493579228,117.52288804905777,44.807458653965725,10.01648700912483,180.355584899371,1259.0,19
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,32,64,29.009347264000098,2.2061854552454014,36744.5013601805,552.2013251183764,37296.70268529887,13338.836405391476,26549.065282238735,1792.3534723124703,4105.389542390475,70.01749833971702,51.990745496409424,479.29444556415336,46.31617681166237,10.543141994276084,180.13548637914937,1884.0,36
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,32k_500,64,64,13.18471688599675,4.854104987872227,80846.18040847805,1214.9673093863314,82061.14771786437,10522.515080375115,13058.34712529715,3742.135091171349,7245.227282793636,75.71068067698455,27.287233662471966,941.4578389917888,27.197996780759105,10.729735004133545,144.86277400283143,4448.0,64
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,1,64,489.44033873200533,0.13076159632817558,9006.756597587602,32.72921893095382,9039.485816518556,7646.838553155476,14909.692396142922,5476.003382436829,11597.675924912326,8.713595135371094,8.694528389350166,9.017528119557854,8.707810076710723,8.690821996424347,8.926980819669552,118.0,3
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,2,64,384.0060747259995,0.1666640301085498,11479.688187603388,41.71548591107592,11521.403673514464,11962.434566140928,30407.60309464689,5752.2241193594255,13114.468954380134,23.553930020527684,18.094131317872083,71.25513967156125,24.91087970222239,8.82215000456199,199.2492206580936,230.0,4
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,4,64,281.37502792899613,0.22745444210546695,15666.884273441668,56.9311360638668,15723.815409505536,17459.731268922726,35813.145955858774,6234.7086776876495,12485.118977140226,43.64547663155188,40.29778497340387,144.2969515886713,45.02670669751837,9.059813994099386,209.64894221862767,444.0,8
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,8,64,203.75131976600096,0.31410839484868647,21635.540839994046,78.62034964189232,21714.16118963594,24983.820849907715,51028.88126865188,5798.969894126003,11933.79563358554,71.97771097057654,77.92841523198535,125.64560221365392,76.95582034183884,9.863366998615675,218.44513887772283,712.0,12
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,16,64,117.40390792700055,0.54512665830335,37547.89834373295,136.44349905252133,37684.34184278548,28800.09895959347,64456.51141511553,5575.068824327673,13312.626685726706,96.39478791794478,100.5080167843067,207.6999340018385,93.16211770704928,11.042504993383773,306.1158212056034,1186.0,20
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,32,64,96.88722690999566,0.6605617896304683,45498.980005848505,165.33655168891363,45664.31655753742,46818.821746046975,94194.14155105085,8316.950753484889,21624.588051152095,242.27204896772724,173.34355957651331,1984.446470254763,154.44183163365747,136.81373099097982,414.62144387915026,1701.0,35
tp8_dp8_dpa_nvl_cg16,TP8+DP8+DPA+NVLS/MNNVL,128k_500,64,64,55.03564051899593,1.16288280460568,80098.45907904815,291.0659319840373,80389.52501103218,50205.3160765945,54812.6584677631,19780.742306829325,45291.47364061048,222.23874998129892,134.92129654296352,1360.9516291331001,122.0415193922915,11.123528995085508,162.40833056886913,4196.0,64
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,1,64,209.02180183000746,0.3061881556836339,631.7331438343925,76.63793852962705,708.3710823640196,3264.5808729366763,8593.272518307931,1168.837670468747,4765.699458617454,8.432339356637073,8.398344650533103,8.945077347549763,8.406598135128583,8.383104999666102,8.632451618323103,120.0,3
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,2,64,91.10591988600208,0.7024790494413661,1449.3679462896037,175.82831082814445,1625.196257117748,2806.0710618287885,5986.021268006733,689.5156325151675,4292.581524470151,8.521778863048882,8.48751104821216,9.042411369659627,8.4900845821383,8.45770598971285,8.777269478596278,238.0,5
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,4,64,47.7181272279995,1.3412093834740186,2767.208347659536,335.70051740422355,3102.908865063759,2856.86011831217,5961.247921488683,698.6886181553018,2175.3951637398854,8.735136879029671,8.675546116249603,9.998615018004779,8.657014682425366,8.617985993623734,9.504723109130266,464.0,9
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,8,64,23.54810303200793,2.71784100456022,5607.500520127482,680.2671101882838,6287.767630315766,2721.923964405505,5425.560242301724,372.94642334268246,1179.936169754655,9.568079833108007,9.380551621647932,12.210919069381646,9.422391863301659,9.349633997771889,14.682542516966329,810.0,13
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,16,64,14.878766665991861,4.301431794497033,8874.794730252424,1076.6349361882494,9951.429666440674,3227.4890175951896,6430.353797780114,766.0539833436815,3320.13773740342,10.102342800330549,9.848053406837597,15.298008775026137,9.873491882918469,9.69302500016056,15.244500556436769,1483.0,23
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,32,64,9.045022809994407,7.0757146050845146,14598.747042859215,1771.029254044513,16369.776296903729,3375.4847132345276,6366.60922821,748.3827432502039,1656.3785984604328,10.709962643511497,10.53542960632706,13.95437824427824,10.538028749730955,10.281921000569128,17.43337269435869,2903.0,46
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,4k_500,64,64,6.812111049002851,9.395031810200487,19384.005787652088,2351.547102618775,21735.55289027086,4406.6624948141,6650.605766819062,1781.302227530432,2725.768794396863,10.62273591116404,10.642546450940646,11.898860818594883,10.531041409088445,10.545665994868614,12.27885713771684,4531.0,64
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,1,64,230.64289957800065,0.2774852385098288,4621.5773472771225,69.45368805763981,4691.031035334762,3602.358193156306,6669.412461433093,1499.4239755476428,3133.066675486333,8.450805394767213,8.419531154290814,8.803113211628565,8.435440813728803,8.406752996961586,8.659353778348304,120.0,3
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,2,64,116.90555557199696,0.54745045850781,9117.907141235375,137.025138981822,9254.932280217197,3634.841868999729,6904.433666178665,1515.7158740310024,3649.7305261861757,8.55893055043011,8.496671737410699,9.635971593375094,8.500391001505129,8.465345003060065,8.83963043510448,238.0,4
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,4,64,60.19894451199798,1.0631415636738357,17706.855305204786,266.1010110701746,17972.956316274962,3705.8926247964337,6702.4564000964165,1542.5691809994078,3493.9522275248587,8.701617060628914,8.691520866055464,9.217447406428013,8.67768221440883,8.645472989883274,10.744529457879219,456.0,7
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,8,64,32.17870584799675,1.988892912670826,33125.446530857254,497.81368075115563,33623.26021160841,3779.7407886091605,7570.535503831634,1520.3655884674845,3395.036242063651,9.100017512610723,9.091976997133777,10.30450138569496,9.06297309238211,8.947522001108155,30.759678958856856,749.0,13
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,16,64,22.52138801199908,2.841743145045132,47329.85371203966,711.2794287574683,48041.13314079712,4788.016278249188,8589.428180099494,2428.8950113441388,6096.151262350758,9.573422138914621,9.515931502867035,11.115741334941191,9.463082296585434,9.439169996767305,59.843465714075116,1103.0,23
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,32,64,15.40148147700529,4.155444402900671,69209.83553377382,1040.094748282279,70249.9302820561,5657.027179782517,13434.611416635013,3293.752869110449,9263.703903093408,9.137434677530816,9.770620952978385,10.329891748603131,9.479742153497797,9.699041009298526,46.65740099560918,1730.0,38
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,32k_500,64,64,14.484502111998154,4.418515700790707,73591.34554697877,1105.940672046349,74697.28621902512,6455.405964780994,13773.190381977764,4162.70960401539,10745.084963136469,8.675720533049446,10.161748294242864,10.939713478458263,9.196632722591252,10.107490001246333,11.531589842052199,3092.0,64
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,1,64,493.44715407800686,0.12969980568553957,8933.621287646774,32.46345605119779,8966.084743697973,7708.5558264991505,14748.280290359395,5579.250934515812,12503.744113040008,8.557458609633992,8.561460459344206,8.964116276095794,8.5412183565584,8.523361990228295,8.910561002849134,120.0,2
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,2,64,257.21487348699884,0.2488192036967681,17138.472360630498,62.278669125289504,17200.75102975579,7912.853501110021,15496.332606126376,5774.188287515699,12635.874502665392,8.618196679539292,8.600598693724967,9.908065078808903,8.578770079222265,8.560194997699,8.901423164643347,234.0,4
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,4,64,148.86953135700605,0.42990663983834765,29611.63348750301,107.60428849328892,29719.2377759963,8927.268633829954,21014.13016114296,6764.705369454077,17036.468472554254,8.556255177528822,8.662447069145943,9.300866081784063,8.67463071438093,8.611266996013,9.83536744344746,452.0,7
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,8,64,104.63118464000581,0.6116723252269243,42131.51189262646,153.0996715282828,42284.611564154744,11612.700709953515,27838.77392539114,9435.512382937077,26162.141955660038,8.587278773049967,8.715358827194585,9.711348279499337,8.733297220496535,8.653734999825247,10.094573224487242,515.0,11
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,16,64,68.0599293569976,0.9403477289007768,64770.416920022304,235.36609795721162,65005.78301797951,12390.994523685777,29751.233191771444,10193.570340530869,27770.992390562005,10.134813947935505,8.815505192190168,46.53214256290915,8.814470569037814,8.741122990613803,11.436018003732869,701.0,20
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,32,64,66.80158709399984,0.9580610698656368,65990.49800713423,239.79969184652555,66230.29769898075,20872.375786093697,46910.59822422116,18832.681342140633,44245.09104520663,18.17260795612461,8.870017761295523,247.99982590942167,8.18177104487403,8.701190003193915,10.57365052227395,1831.0,39
pd_tp8_dp8_dpa_megamoe_mooncake_nvl_cg16,PD TP8+DP8+DPA+Mooncake+NVLS/MNNVL,128k_500,64,64,64.72339870600263,0.9888232274499588,68109.37138860671,247.49936375813888,68356.87075236485,22408.46592992193,59812.66075564022,20775.99394507888,56968.732126747185,38.33748912706028,8.658517468351178,770.4779528483638,6.548286783954589,8.605413007899188,9.991536877932955,3805.0,64
